transcript_id	gene_id	count
NR_121575	TMEM246-AS1	0
NR_121576	TMEM246-AS1	0
NM_001145051	TMEM247	0
NM_017994	TMEM248	3846
NM_001252402	TMEM249	11
NM_001252404	TMEM249	0
NM_001280561	TMEM249	11
NR_047684	TMEM249	0
NM_001144034	TMEM25	242
NM_001144035	TMEM25	0
NM_001144036	TMEM25	8
NM_001144037	TMEM25	70
NM_001144038	TMEM25	0
NM_001318755	TMEM25	0
NM_001318757	TMEM25	0
NM_032780	TMEM25	130
NR_134852	TMEM25	0
NM_001256526	TMEM250	121
NM_152833	TMEM250	1089
NR_134506	TMEM250	45
NM_001098621	TMEM251	371
NM_015676	TMEM251	170
NM_153237	TMEM252	0
NM_001146683	TMEM253	82
NM_001270367	TMEM254	0
NM_001270368	TMEM254	0
NM_001270369	TMEM254	0
NM_001270370	TMEM254	36
NM_001270371	TMEM254	8
NM_001270372	TMEM254	14
NM_001270373	TMEM254	0
NM_001270374	TMEM254	46
NM_025125	TMEM254	222
NR_072984	TMEM254	0
NR_072985	TMEM254	16
NR_072986	TMEM254	0
NR_072987	TMEM254	0
NR_027428	TMEM254-AS1	24
NR_027429	TMEM254-AS1	0
NR_027430	TMEM254-AS1	0
NR_027431	TMEM254-AS1	0
NR_027432	TMEM254-AS1	62
NM_001104544	TMEM255A	26
NM_001104545	TMEM255A	6
NM_017938	TMEM255A	0
NM_001348663	TMEM255B	0
NM_182614	TMEM255B	74
NM_152766	TMEM256	851
NR_037719	TMEM256-PLSCR3	28
NM_014206	TMEM258	1365
NM_001033026	TMEM259	6143
NM_033420	TMEM259	140
NM_178505	TMEM26	120
NR_134507	TMEM26	0
NR_134508	TMEM26	21
NR_120643	TMEM26-AS1	36
NR_120644	TMEM26-AS1	1
NR_120645	TMEM26-AS1	0
NM_017799	TMEM260	1034
NM_001242631	TMEM262	0
NM_001282448	TMEM262	0
NM_001319661	TMEM263	129
NM_001319662	TMEM263	120
NM_001319663	TMEM263	12
NM_001319664	TMEM263	0
NM_001319666	TMEM263	40
NM_152261	TMEM263	549
NM_001256829	TMEM265	54
NM_152335	TMEM266	47
NM_001377394	TMEM267	0
NM_001377395	TMEM267	97
NM_001377396	TMEM267	21
NM_001377397	TMEM267	0
NM_001377398	TMEM267	0
NM_001377399	TMEM267	32
NM_001377400	TMEM267	21
NM_001377401	TMEM267	19
NM_001377402	TMEM267	0
NM_001377403	TMEM267	0
NM_022483	TMEM267	189
NM_001330760	TMEM268	21
NM_153045	TMEM268	328
NM_001354602	TMEM269	76
NR_133055	TMEM269-DT	0
NM_182504	TMEM270	0
NM_001362796	TMEM271	31
NM_001351003	TMEM272	0
NM_001351005	TMEM272	0
NM_001351006	TMEM272	14
NM_001010863	TMEM273	0
NM_001288740	TMEM273	0
NM_001288741	TMEM273	0
NM_001288742	TMEM273	0
NM_001288743	TMEM273	0
NM_001353330	TMEM273	0
NM_001353331	TMEM273	0
NR_158969	TMEM274P	0
NM_001357063	TMEM275	0
NM_001143958	TMEM30A	159
NM_018247	TMEM30A	8190
NR_040081	TMEM30A-DT	18
NM_001017970	TMEM30B	951
NR_028357	TMEM30CP	0
NR_028358	TMEM30CP	0
NM_182541	TMEM31	3
NM_018126	TMEM33	8072
NM_021637	TMEM35A	317
NM_001195156	TMEM35B	343
NM_183240	TMEM37	215
NM_024074	TMEM38A	318
NM_018112	TMEM38B	1453
NM_018266	TMEM39A	2360
NR_073506	TMEM39A	0
NM_001319677	TMEM39B	9
NM_001319678	TMEM39B	23
NM_001319679	TMEM39B	269
NM_018056	TMEM39B	83
NM_001284406	TMEM40	3
NM_001284407	TMEM40	0
NM_001284408	TMEM40	0
NM_018306	TMEM40	0
NM_080652	TMEM41A	667
NM_001165030	TMEM41B	36
NM_015012	TMEM41B	4806
NR_028491	TMEM41B	403
NM_144638	TMEM42	165
NM_024334	TMEM43	2585
NM_001011655	TMEM44	310
NM_001166305	TMEM44	16
NM_001166306	TMEM44	66
NM_138399	TMEM44	13
NR_047573	TMEM44-AS1	0
NR_047574	TMEM44-AS1	6
NR_047575	TMEM44-AS1	18
NM_001363876	TMEM45A	238
NM_018004	TMEM45A	310
NM_001331210	TMEM45B	8
NM_001331211	TMEM45B	12
NM_001331212	TMEM45B	0
NM_138788	TMEM45B	0
NM_031442	TMEM47	9268
NM_014313	TMEM50A	4501
NM_006134	TMEM50B	212
NR_040016	TMEM50B	408
NM_001136216	TMEM51	0
NM_001136217	TMEM51	20
NM_001136218	TMEM51	153
NM_001319665	TMEM51	0
NM_018022	TMEM51	117
NR_135082	TMEM51	0
NR_027136	TMEM51-AS1	15
NM_178545	TMEM52	99
NM_001079815	TMEM52B	0
NM_001384894	TMEM52B	0
NM_001384895	TMEM52B	3
NM_001384896	TMEM52B	0
NM_001384897	TMEM52B	0
NM_001384898	TMEM52B	0
NM_153022	TMEM52B	0
NM_001300746	TMEM53	12
NM_001300747	TMEM53	18
NM_001300748	TMEM53	0
NM_024587	TMEM53	95
NM_001329722	TMEM54	10
NM_001329723	TMEM54	0
NM_001329724	TMEM54	0
NM_001329725	TMEM54	0
NM_033504	TMEM54	99
NM_001305043	TMEM59	747
NM_001305049	TMEM59	135
NM_001305050	TMEM59	28
NM_001305051	TMEM59	777
NM_001305052	TMEM59	30
NM_001305066	TMEM59	215
NM_004872	TMEM59	1535
NM_012109	TMEM59L	195
NM_032936	TMEM60	707
NM_182532	TMEM61	26
NM_001347004	TMEM62	0
NM_001347005	TMEM62	12
NM_001347006	TMEM62	6
NM_001347007	TMEM62	16
NM_001347008	TMEM62	0
NM_001347009	TMEM62	0
NM_001347010	TMEM62	35
NM_001347011	TMEM62	2
NM_001347012	TMEM62	4
NM_001347013	TMEM62	2
NM_001347014	TMEM62	0
NM_001347015	TMEM62	3
NM_001347016	TMEM62	2
NM_001347017	TMEM62	1
NM_001347018	TMEM62	7
NM_001347019	TMEM62	0
NM_001347020	TMEM62	19
NM_001347021	TMEM62	2
NM_001347023	TMEM62	1
NM_001347024	TMEM62	0
NM_001347025	TMEM62	0
NM_001347026	TMEM62	6
NM_001347027	TMEM62	1
NM_001347028	TMEM62	4
NM_001347029	TMEM62	1
NM_001347030	TMEM62	0
NM_001347031	TMEM62	6
NM_001347032	TMEM62	31
NM_001347033	TMEM62	9
NM_001347034	TMEM62	0
NM_024956	TMEM62	154
NR_144541	TMEM62	0
NR_144542	TMEM62	0
NR_144543	TMEM62	0
NR_144544	TMEM62	0
NM_014698	TMEM63A	2756
NM_001318792	TMEM63B	127
NM_018426	TMEM63B	1516
NM_020431	TMEM63C	151
NM_001008495	TMEM64	4623
NM_001146273	TMEM64	146
NM_194291	TMEM65	1436
NM_001142301	TMEM67	12
NM_153704	TMEM67	684
NR_024522	TMEM67	263
NM_001286657	TMEM68	688
NM_001286660	TMEM68	189
NM_001286661	TMEM68	2
NM_001363176	TMEM68	206
NM_001363177	TMEM68	7
NM_152417	TMEM68	59
NR_156454	TMEM68	18
NM_016486	TMEM69	773
NM_001040613	TMEM70	7
NM_017866	TMEM70	857
NR_033334	TMEM70	41
NM_001145153	TMEM71	0
NM_001364885	TMEM71	0
NM_001382396	TMEM71	3
NM_001382397	TMEM71	0
NM_001382398	TMEM71	0
NM_001382399	TMEM71	0
NM_001382400	TMEM71	0
NM_001382401	TMEM71	0
NM_001382402	TMEM71	0
NM_001382403	TMEM71	0
NM_001382404	TMEM71	0
NM_001382405	TMEM71	0
NM_144649	TMEM71	0
NM_001123376	TMEM72	1
NM_001345926	TMEM72	0
NR_033842	TMEM72-AS1	4
NM_153015	TMEM74	462
NR_136411	TMEM74	0
NM_001304748	TMEM74B	0
NM_001304749	TMEM74B	18
NM_001387329	TMEM74B	46
NM_001387330	TMEM74B	27
NM_001387331	TMEM74B	8
NM_001387332	TMEM74B	0
NM_001387333	TMEM74B	0
NM_001387334	TMEM74B	15
NM_018354	TMEM74B	66
NR_103558	TMEM75	268
NM_032323	TMEM79	0
NR_026678	TMEM79	61
NM_001042463	TMEM80	98
NM_001276253	TMEM80	0
NM_001276274	TMEM80	18
NM_001384408	TMEM80	19
NM_174940	TMEM80	0
NM_203376	TMEM81	104
NM_001013641	TMEM82	3
NM_153347	TMEM86A	100
NM_001372013	TMEM86B	37
NM_173804	TMEM86B	10
NM_001110503	TMEM87A	206
NM_001286487	TMEM87A	174
NM_015497	TMEM87A	3333
NM_001329914	TMEM87B	100
NM_032824	TMEM87B	1151
NM_001319941	TMEM88	4
NM_203411	TMEM88	5
NM_001146685	TMEM88B	164
NM_001008269	TMEM89	3
NM_001042589	TMEM8B	362
NM_001042590	TMEM8B	0
NM_001363620	TMEM8B	0
NM_001363621	TMEM8B	0
NM_001363622	TMEM8B	128
NM_001363625	TMEM8B	50
NM_016446	TMEM8B	0
NM_001288564	TMEM9	28
NM_001288565	TMEM9	599
NM_001288566	TMEM9	131
NM_001288567	TMEM9	202
NM_001288568	TMEM9	16
NM_001288569	TMEM9	0
NM_001288570	TMEM9	93
NM_001288571	TMEM9	79
NM_016456	TMEM9	2423
NR_109920	TMEM9	5
NR_109921	TMEM9	53
NM_001042595	TMEM91	17
NM_001098821	TMEM91	38
NM_001098822	TMEM91	20
NM_001098823	TMEM91	4
NM_001098824	TMEM91	0
NM_001098825	TMEM91	0
NM_001369862	TMEM91	0
NM_001369864	TMEM91	0
NM_001168215	TMEM92	0
NM_153229	TMEM92	152
NR_125805	TMEM92-AS1	1
NM_001321148	TMEM94	0
NM_001321149	TMEM94	773
NM_001351202	TMEM94	482
NM_001351203	TMEM94	14
NM_014738	TMEM94	361
NM_001320435	TMEM95	0
NM_001320436	TMEM95	0
NM_198154	TMEM95	0
NM_014573	TMEM97	6322
NM_001033504	TMEM98	195
NM_001301746	TMEM98	18
NM_015544	TMEM98	2769
NR_160886	TMEM99	0
NR_160887	TMEM99	8
NR_160888	TMEM99	108
NM_001286094	TMEM9B	68
NM_001286095	TMEM9B	90
NM_020644	TMEM9B	596
NR_073431	TMEM9B-AS1	49
NM_001363879	TMF1	404
NM_007114	TMF1	2351
NM_001370524	TMIE	25
NM_001370525	TMIE	0
NM_147196	TMIE	0
NM_001319942	TMIGD1	0
NM_206832	TMIGD1	0
NM_001169126	TMIGD2	16
NM_001308232	TMIGD2	0
NM_144615	TMIGD2	0
NM_001081976	TMIGD3	0
NM_001302680	TMIGD3	2
NM_020683	TMIGD3	0
NM_001184797	TMLHE	169
NM_018196	TMLHE	252
NR_039991	TMLHE-AS1	8
NM_001166116	TMOD1	0
NM_003275	TMOD1	27
NM_001142885	TMOD2	0
NM_014548	TMOD2	827
NM_014547	TMOD3	2997
NM_013353	TMOD4	6
NM_001032283	TMPO	11237
NM_001032284	TMPO	409
NM_001307975	TMPO	375
NM_003276	TMPO	4721
NR_027157	TMPO-AS1	147
NM_001039770	TMPPE	504
NM_001136238	TMPPE	0
NM_001114387	TMPRSS11A	3
NM_182606	TMPRSS11A	0
NM_182502	TMPRSS11B	0
NR_104048	TMPRSS11BNL	0
NM_004262	TMPRSS11D	13
NM_014058	TMPRSS11E	135
NM_207407	TMPRSS11F	1
NR_033737	TMPRSS11GP	0
NM_182559	TMPRSS12	0
NM_001077263	TMPRSS13	23
NM_001206789	TMPRSS13	0
NM_001206790	TMPRSS13	15
NM_001244995	TMPRSS13	0
NM_002772	TMPRSS15	0
NM_001135099	TMPRSS2	580
NM_001382720	TMPRSS2	70
NM_005656	TMPRSS2	91
NM_001256317	TMPRSS3	2
NM_024022	TMPRSS3	0
NM_032404	TMPRSS3	0
NM_032405	TMPRSS3	3
NM_001083947	TMPRSS4	3
NM_001173551	TMPRSS4	0
NM_001173552	TMPRSS4	0
NM_001290094	TMPRSS4	0
NM_001290096	TMPRSS4	0
NM_019894	TMPRSS4	0
NR_110734	TMPRSS4	4
NM_001288749	TMPRSS5	0
NM_001288750	TMPRSS5	0
NM_001288751	TMPRSS5	0
NM_001288752	TMPRSS5	13
NM_030770	TMPRSS5	0
NR_110046	TMPRSS5	0
NR_110047	TMPRSS5	13
NM_001289000	TMPRSS6	0
NM_001289001	TMPRSS6	8
NM_001374504	TMPRSS6	0
NM_153609	TMPRSS6	0
NM_001042575	TMPRSS7	0
NM_001366279	TMPRSS7	0
NR_026734	TMPRSS7	0
NM_001385642	TMPRSS9	40
NM_182973	TMPRSS9	0
NR_169739	TMPRSS9	0
NR_169740	TMPRSS9	0
NM_021103	TMSB10	11134
NM_021992	TMSB15A	942
NM_001350211	TMSB15B	0
NM_001350212	TMSB15B	23
NM_001350213	TMSB15B	113
NM_194324	TMSB15B	121
NR_146556	TMSB15B-AS1	20
NR_146557	TMSB15B-AS1	16
NM_021109	TMSB4X	26792
NM_004202	TMSB4Y	0
NM_001193451	TMTC1	605
NM_001367875	TMTC1	2310
NM_175861	TMTC1	65
NM_001320321	TMTC2	20
NM_001320322	TMTC2	245
NM_152588	TMTC2	288
NM_001366574	TMTC3	110
NM_001366579	TMTC3	695
NM_001366580	TMTC3	64
NM_001366583	TMTC3	125
NM_181783	TMTC3	10207
NR_159381	TMTC3	67
NM_001079669	TMTC4	91
NM_001286453	TMTC4	5
NM_001350571	TMTC4	74
NM_001350572	TMTC4	15
NM_001350574	TMTC4	4
NM_001350576	TMTC4	13
NM_001350577	TMTC4	1
NM_032813	TMTC4	1597
NR_146794	TMTC4	0
NM_001136044	TMUB1	587
NM_031434	TMUB1	124
NM_001076674	TMUB2	14
NM_001330235	TMUB2	0
NM_001353173	TMUB2	30
NM_001353174	TMUB2	0
NM_001353175	TMUB2	7
NM_001353176	TMUB2	143
NM_001353177	TMUB2	0
NM_001353178	TMUB2	0
NM_001353180	TMUB2	8
NM_001353181	TMUB2	76
NM_001353182	TMUB2	37
NM_001353183	TMUB2	6
NM_001353184	TMUB2	3
NM_001353185	TMUB2	0
NM_001353186	TMUB2	1
NM_001353187	TMUB2	0
NM_001353188	TMUB2	0
NM_001353189	TMUB2	151
NM_001353190	TMUB2	16
NM_001353191	TMUB2	0
NM_024107	TMUB2	14
NM_177441	TMUB2	157
NR_148386	TMUB2	1
NR_148387	TMUB2	12
NR_148388	TMUB2	0
NR_148389	TMUB2	3
NR_148390	TMUB2	9
NM_030755	TMX1	14087
NM_001144012	TMX2	1262
NM_001347890	TMX2	15
NM_001347891	TMX2	0
NM_001347892	TMX2	0
NM_001347893	TMX2	15
NM_001347894	TMX2	51
NM_001347895	TMX2	110
NM_001347896	TMX2	0
NM_001347898	TMX2	3
NM_015959	TMX2	2678
NR_037645	TMX2	53
NR_144933	TMX2	14
NR_144934	TMX2	7
NR_144935	TMX2	17
NR_037646	TMX2-CTNND1	661
NM_001350512	TMX3	24
NM_001350513	TMX3	36
NM_001350514	TMX3	0
NM_001350515	TMX3	107
NM_001350516	TMX3	20
NM_001350517	TMX3	0
NM_019022	TMX3	3353
NM_021156	TMX4	1324
NM_002160	TNC	764
NM_000594	TNF	2
NM_021137	TNFAIP1	485
NM_001371220	TNFAIP2	45
NM_001371221	TNFAIP2	185
NM_006291	TNFAIP2	410
NM_001270507	TNFAIP3	0
NM_001270508	TNFAIP3	74
NM_006290	TNFAIP3	0
NM_007115	TNFAIP6	303
NM_001077654	TNFAIP8	368
NM_001286813	TNFAIP8	85
NM_001286814	TNFAIP8	443
NM_001286815	TNFAIP8	5
NM_001286817	TNFAIP8	9
NM_014350	TNFAIP8	0
NM_001167942	TNFAIP8L1	211
NM_152362	TNFAIP8L1	258
NM_024575	TNFAIP8L2	12
NM_001204848	TNFAIP8L2-SCNM1	31
NR_144937	TNFAIP8L2-SCNM1	26
NM_001311175	TNFAIP8L3	37
NM_207381	TNFAIP8L3	12
NM_003844	TNFRSF10A	1174
NM_003842	TNFRSF10B	3721
NM_147187	TNFRSF10B	2231
NR_027140	TNFRSF10B	121
NM_003841	TNFRSF10C	193
NM_003840	TNFRSF10D	1070
NM_001270949	TNFRSF11A	0
NM_001270950	TNFRSF11A	16
NM_001270951	TNFRSF11A	0
NM_001278268	TNFRSF11A	35
NM_003839	TNFRSF11A	1078
NM_002546	TNFRSF11B	40
NM_016639	TNFRSF12A	2527
NM_012452	TNFRSF13B	3
NM_052945	TNFRSF13C	66
NM_001297605	TNFRSF14	0
NM_003820	TNFRSF14	0
NR_037844	TNFRSF14-AS1	3
NM_001192	TNFRSF17	2
NM_004195	TNFRSF18	15
NM_148901	TNFRSF18	0
NM_148902	TNFRSF18	0
NM_001204458	TNFRSF19	39
NM_001204459	TNFRSF19	26
NM_001354985	TNFRSF19	0
NM_018647	TNFRSF19	0
NM_148957	TNFRSF19	0
NM_001065	TNFRSF1A	1001
NM_001346091	TNFRSF1A	10
NM_001346092	TNFRSF1A	31
NR_144351	TNFRSF1A	0
NM_001066	TNFRSF1B	75
NM_014452	TNFRSF21	2766
NM_001039664	TNFRSF25	45
NM_003790	TNFRSF25	131
NM_148965	TNFRSF25	40
NM_148966	TNFRSF25	2
NM_148967	TNFRSF25	11
NM_148970	TNFRSF25	20
NM_003327	TNFRSF4	1
NM_003823	TNFRSF6B	58
NM_001243	TNFRSF8	1441
NM_001281430	TNFRSF8	87
NM_001561	TNFRSF9	40
NM_001190942	TNFSF10	10
NM_001190943	TNFSF10	0
NM_003810	TNFSF10	0
NR_033994	TNFSF10	0
NM_003701	TNFSF11	899
NM_033012	TNFSF11	5
NM_003809	TNFSF12	26
NR_037146	TNFSF12	23
NM_172089	TNFSF12-TNFSF13	0
NM_001198622	TNFSF13	0
NM_001198623	TNFSF13	0
NM_001198624	TNFSF13	48
NM_003808	TNFSF13	39
NM_172087	TNFSF13	10
NM_172088	TNFSF13	5
NR_073490	TNFSF13	42
NM_001145645	TNFSF13B	6
NM_006573	TNFSF13B	0
NM_001376887	TNFSF14	24
NM_003807	TNFSF14	0
NM_172014	TNFSF14	0
NM_001204344	TNFSF15	9
NM_005118	TNFSF15	20
NM_005092	TNFSF18	0
NM_001297562	TNFSF4	13
NM_003326	TNFSF4	38
NM_001244	TNFSF8	0
NM_001252290	TNFSF8	0
NM_003811	TNFSF9	152
NM_001161560	TNIK	2
NM_001161561	TNIK	992
NM_001161562	TNIK	1241
NM_001161563	TNIK	82
NM_001161564	TNIK	104
NM_001161565	TNIK	59
NM_001161566	TNIK	74
NM_015028	TNIK	2
NR_027767	TNIK	33
NM_001252385	TNIP1	26
NM_001252386	TNIP1	33
NM_001252390	TNIP1	0
NM_001252391	TNIP1	0
NM_001252392	TNIP1	0
NM_001252393	TNIP1	32
NM_001258454	TNIP1	0
NM_001258455	TNIP1	0
NM_001258456	TNIP1	18
NM_001364486	TNIP1	2
NM_001364487	TNIP1	0
NM_006058	TNIP1	391
NM_001161527	TNIP2	21
NM_001292016	TNIP2	71
NM_024309	TNIP2	1107
NR_027761	TNIP2P1	14
NM_001128843	TNIP3	0
NM_001244764	TNIP3	0
NM_024873	TNIP3	2
NM_001251902	TNK1	0
NM_003985	TNK1	256
NM_001010938	TNK2	2
NM_001308046	TNK2	5
NM_001382271	TNK2	57
NM_001382272	TNK2	17
NM_001382273	TNK2	65
NM_001382274	TNK2	90
NM_001382275	TNK2	3
NM_001386164	TNK2	102
NM_001387707	TNK2	32
NM_001387708	TNK2	26
NM_001387709	TNK2	0
NM_001387710	TNK2	47
NM_001387711	TNK2	0
NM_001387712	TNK2	140
NM_001387713	TNK2	1
NM_001387714	TNK2	0
NM_001387715	TNK2	3
NM_001387716	TNK2	0
NM_001387717	TNK2	7
NM_001387718	TNK2	10
NM_001387719	TNK2	15
NM_001387720	TNK2	11
NM_001387721	TNK2	5
NM_005781	TNK2	1
NR_170678	TNK2	5
NR_170679	TNK2	0
NR_170680	TNK2	26
NR_170681	TNK2	0
NR_170682	TNK2	19
NR_170683	TNK2	0
NR_170684	TNK2	145
NR_170685	TNK2	0
NR_170686	TNK2	0
NR_170687	TNK2	1
NR_170688	TNK2	0
NR_170689	TNK2	0
NR_170690	TNK2	54
NR_170691	TNK2	0
NR_170692	TNK2	29
NR_145450	TNK2-AS1	57
NM_003747	TNKS	3024
NM_033396	TNKS1BP1	4629
NM_025235	TNKS2	5976
NR_108070	TNKS2-AS1	11
NR_108071	TNKS2-AS1	2
NM_022144	TNMD	28
NM_022093	TNN	18
NM_003280	TNNC1	47
NM_003279	TNNC2	29
NM_003281	TNNI1	98
NM_001145829	TNNI2	0
NM_001145841	TNNI2	2
NM_003282	TNNI2	0
NM_000363	TNNI3	169
NM_015978	TNNI3K	0
NM_001126132	TNNT1	421
NM_001126133	TNNT1	477
NM_001291774	TNNT1	0
NM_003283	TNNT1	12
NM_000364	TNNT2	68
NM_001001430	TNNT2	0
NM_001001431	TNNT2	12
NM_001001432	TNNT2	4
NM_001276345	TNNT2	0
NM_001276346	TNNT2	0
NM_001276347	TNNT2	7
NM_001042780	TNNT3	0
NM_001042781	TNNT3	0
NM_001042782	TNNT3	0
NM_001297646	TNNT3	0
NM_001363561	TNNT3	0
NM_001367842	TNNT3	0
NM_001367843	TNNT3	0
NM_001367844	TNNT3	0
NM_001367845	TNNT3	0
NM_001367846	TNNT3	0
NM_001367847	TNNT3	0
NM_001367848	TNNT3	0
NM_001367849	TNNT3	0
NM_001367850	TNNT3	0
NM_001367851	TNNT3	0
NM_001367852	TNNT3	0
NM_006757	TNNT3	0
NM_003284	TNP1	0
NM_005425	TNP2	0
NM_001364292	TNPO1	122
NM_001364293	TNPO1	590
NM_001364294	TNPO1	150
NM_001364295	TNPO1	48
NM_001364296	TNPO1	746
NM_002270	TNPO1	19261
NM_153188	TNPO1	0
NM_001136195	TNPO2	651
NM_001136196	TNPO2	77
NM_001382236	TNPO2	138
NM_001382237	TNPO2	252
NM_001382238	TNPO2	22
NM_001382239	TNPO2	688
NM_001382240	TNPO2	31
NM_001382241	TNPO2	81
NM_001382242	TNPO2	1
NM_001382243	TNPO2	0
NM_013433	TNPO2	1
NR_167974	TNPO2	4
NR_167975	TNPO2	205
NR_167976	TNPO2	11
NR_167977	TNPO2	91
NR_167978	TNPO2	20
NR_167979	TNPO2	15
NM_001191028	TNPO3	113
NM_001382216	TNPO3	166
NM_001382217	TNPO3	0
NM_001382218	TNPO3	35
NM_001382219	TNPO3	0
NM_001382220	TNPO3	0
NM_001382221	TNPO3	65
NM_001382222	TNPO3	0
NM_001382223	TNPO3	1
NM_012470	TNPO3	5447
NR_034053	TNPO3	315
NR_167911	TNPO3	54
NR_167912	TNPO3	86
NR_167913	TNPO3	29
NR_167914	TNPO3	0
NR_167915	TNPO3	0
NR_167916	TNPO3	20
NR_167917	TNPO3	1
NR_167918	TNPO3	0
NR_167919	TNPO3	169
NR_167920	TNPO3	0
NR_167921	TNPO3	26
NR_167922	TNPO3	0
NR_167923	TNPO3	1
NR_167924	TNPO3	124
NR_167925	TNPO3	142
NR_167926	TNPO3	0
NR_167927	TNPO3	6
NM_001328635	TNR	12
NM_003285	TNR	0
NR_146582	TNRC17	209
NM_001080495	TNRC18	128
NR_077215	TNRC18P1	2
NM_001330520	TNRC6A	5852
NM_001351850	TNRC6A	131
NM_014494	TNRC6A	188
NM_001024843	TNRC6B	185
NM_001162501	TNRC6B	941
NM_015088	TNRC6B	3522
NM_001142640	TNRC6C	820
NM_018996	TNRC6C	169
NM_001308022	TNS1	0
NM_001308023	TNS1	47
NM_001387777	TNS1	115
NM_022648	TNS1	0
NR_135524	TNS1-AS1	17
NM_015319	TNS2	69
NM_170754	TNS2	86
NM_198316	TNS2	0
NM_022748.	TNS3	1243
NM_032865	TNS4	8
NR_001284	TNXA	0
NM_001365276	TNXB	233
NM_019105	TNXB	0
NM_032470	TNXB	19
NM_001243877	TOB1	0
NM_001243885	TOB1	39
NM_005749	TOB1	181
NR_038458	TOB1-AS1	30
NM_016272	TOB2	1402
NR_002936	TOB2P1	32
NM_025077	TOE1	706
NM_001308120	TOGARAM1	974
NM_015091	TOGARAM1	15
NR_131765	TOGARAM1	142
NM_001321538	TOGARAM2	0
NM_001321539	TOGARAM2	0
NM_199280	TOGARAM2	52
NM_001318512	TOLLIP	46
NM_001318514	TOLLIP	0
NM_001318515	TOLLIP	0
NM_001318516	TOLLIP	0
NM_019009	TOLLIP	494
NR_029409	TOLLIP-AS1	11
NM_001135729	TOM1	0
NM_001135730	TOM1	0
NM_001135732	TOM1	54
NM_005488	TOM1	317
NR_024194	TOM1	0
NR_024195	TOM1	0
NR_156428	TOM1	0
NM_001321173	TOM1L1	558
NM_001321174	TOM1L1	40
NM_001321175	TOM1L1	0
NM_001321176	TOM1L1	11
NM_005486	TOM1L1	741
NM_001033551	TOM1L2	0
NM_001082968	TOM1L2	109
NM_001288786	TOM1L2	0
NM_001288787	TOM1L2	3
NM_001288788	TOM1L2	10
NM_001288789	TOM1L2	0
NM_001350331	TOM1L2	0
NM_001350332	TOM1L2	0
NM_001350333	TOM1L2	0
NM_014765	TOMM20	8275
NM_207377	TOMM20L	2
NM_020243	TOMM22	3043
NM_006809	TOMM34	830
NM_001128916	TOMM40	2958
NM_001128917	TOMM40	727
NM_006114	TOMM40	432
NM_001286373	TOMM40L	27
NM_001286374	TOMM40L	15
NM_032174	TOMM40L	677
NM_001001790	TOMM5	2589
NM_001134484	TOMM5	42
NM_001134485	TOMM5	104
NM_001134493	TOMM6	478
NM_001382294	TOMM6	811
NM_019059	TOMM7	3956
NR_168014	TOMM7	0
NR_168015	TOMM7	0
NM_014820	TOMM70	5297
NM_013432	TONSL	2987
NR_109770	TONSL-AS1	45
NM_003286	TOP1	2878
NM_001258446	TOP1MT	12
NM_001258447	TOP1MT	0
NM_052963	TOP1MT	1549
NR_002719	TOP1P1	14
NR_001283	TOP1P2	0
NM_001067	TOP2A	20406
NM_001068	TOP2B	5947
NM_001330700	TOP2B	8254
NM_001320759	TOP3A	117
NM_004618	TOP3A	1648
NM_001282112	TOP3B	0
NM_001282113	TOP3B	0
NM_001349845	TOP3B	0
NM_001349847	TOP3B	362
NM_001349848	TOP3B	0
NM_001349850	TOP3B	0
NM_001349851	TOP3B	1119
NM_001349852	TOP3B	127
NM_003935	TOP3B	181
NR_146277	TOP3B	97
NM_001145030	TOPAZ1	0
NM_001363889	TOPBP1	1705
NM_007027	TOPBP1	2097
NM_001195622	TOPORS	270
NM_005802	TOPORS	3162
NM_000113	TOR1A	1655
NM_001267578	TOR1AIP1	99
NM_015602	TOR1AIP1	1470
NM_001199260	TOR1AIP2	1642
NM_001349931	TOR1AIP2	694
NM_001349933	TOR1AIP2	34
NM_001349934	TOR1AIP2	5
NM_001349935	TOR1AIP2	1443
NM_001349936	TOR1AIP2	86
NM_001349937	TOR1AIP2	34
NM_022347	TOR1AIP2	1545
NM_145034	TOR1AIP2	458
NM_001317893	TOR1B	0
NM_001317894	TOR1B	0
NM_014506	TOR1B	770
NR_133948	TOR1B	303
NR_134027	TOR1B	20
NR_134113	TOR1B	47
NM_001085347	TOR2A	113
NM_001134430	TOR2A	0
NM_001134431	TOR2A	81
NM_001252018	TOR2A	4
NM_001252021	TOR2A	0
NM_001252023	TOR2A	18
NM_130459	TOR2A	0
NM_022371	TOR3A	1075
NM_017723	TOR4A	632
NM_014729	TOX	331
NM_001098796	TOX2	0
NM_001098797	TOX2	13
NM_001098798	TOX2	3
NM_032883	TOX2	0
NM_001080430	TOX3	364
NM_001146188	TOX3	64
NM_001303523	TOX4	79
NM_014828	TOX4	1613
NM_000546	TP53	1572
NM_001126112	TP53	21
NM_001126113	TP53	0
NM_001126114	TP53	9
NM_001126115	TP53	0
NM_001126116	TP53	0
NM_001126117	TP53	0
NM_001126118	TP53	19
NM_001276695	TP53	0
NM_001276696	TP53	9
NM_001276697	TP53	0
NM_001276698	TP53	0
NM_001276699	TP53	0
NM_001276760	TP53	1572
NM_001276761	TP53	21
NM_001195194	TP53AIP1	0
NM_001195195	TP53AIP1	0
NM_001251964	TP53AIP1	7
