transcript_id	gene_id	count
NM_001354067	ENOSF1	97
NM_001354068	ENOSF1	0
NM_017512	ENOSF1	322
NM_202758	ENOSF1	0
NR_148706	ENOSF1	0
NR_148707	ENOSF1	8
NR_148708	ENOSF1	297
NR_148709	ENOSF1	12
NR_148710	ENOSF1	0
NR_148711	ENOSF1	7
NR_148712	ENOSF1	2
NM_001127615	ENOX1	0
NM_001242863	ENOX1	0
NM_001347963	ENOX1	3
NM_001347964	ENOX1	0
NM_001347965	ENOX1	0
NM_001347966	ENOX1	0
NM_001347967	ENOX1	0
NM_001347968	ENOX1	0
NM_001347969	ENOX1	23
NM_001347970	ENOX1	0
NM_001347971	ENOX1	0
NM_017993	ENOX1	0
NR_145132	ENOX1	2
NR_120399	ENOX1-AS2	0
NM_001281736	ENOX2	8
NM_001382516	ENOX2	0
NM_001382517	ENOX2	45
NM_001382518	ENOX2	0
NM_001382519	ENOX2	30
NM_001382520	ENOX2	7
NM_001382521	ENOX2	1
NM_001382522	ENOX2	75
NM_006375	ENOX2	455
NM_182314	ENOX2	183
NM_001379611	ENPEP	92
NM_001379612	ENPEP	4
NM_001379613	ENPEP	0
NM_001977	ENPEP	0
NR_166842	ENPEP	28
NR_166844	ENPEP	0
NM_006208	ENPP1	5750
NM_001040092	ENPP2	178
NM_001130863	ENPP2	0
NM_001330600	ENPP2	156
NM_006209	ENPP2	0
NR_045555	ENPP2	66
NM_005021	ENPP3	0
NR_133007	ENPP3	9
NM_014936	ENPP4	703
NM_001290072	ENPP5	171
NM_001290073	ENPP5	0
NM_021572	ENPP5	484
NM_153343	ENPP6	14
NM_178543	ENPP7	1
NR_130771	ENPP7P13	0
NR_130772	ENPP7P13	21
NM_004436	ENSA	2692
NM_207042	ENSA	217
NM_207043	ENSA	0
NM_207044	ENSA	1866
NM_207045	ENSA	0
NM_207046	ENSA	348
NM_207047	ENSA	707
NM_207168	ENSA	255
NM_152512	ENTHD1	0
NM_001098175	ENTPD1	62
NM_001164178	ENTPD1	420
NM_001164179	ENTPD1	808
NM_001164181	ENTPD1	225
NM_001164182	ENTPD1	2
NM_001164183	ENTPD1	1101
NM_001312654	ENTPD1	1
NM_001320916	ENTPD1	0
NM_001776	ENTPD1	0
NR_038444	ENTPD1-AS1	143
NR_134320	ENTPD1-AS1	0
NR_134321	ENTPD1-AS1	0
NR_134322	ENTPD1-AS1	1
NM_001246	ENTPD2	16
NM_203468	ENTPD2	0
NM_001248	ENTPD3	8
NM_001291960	ENTPD3	23
NM_001291961	ENTPD3	0
NR_040100	ENTPD3-AS1	7
NM_001128930	ENTPD4	1423
NM_004901	ENTPD4	2512
NM_001249	ENTPD5	0
NM_001321984	ENTPD5	11
NM_001321985	ENTPD5	25
NM_001321986	ENTPD5	13
NM_001321987	ENTPD5	0
NM_001321988	ENTPD5	117
NM_001330189	ENTPD5	0
NM_001382256	ENTPD5	0
NM_001382257	ENTPD5	0
NM_001382258	ENTPD5	0
NM_001382259	ENTPD5	86
NM_001382260	ENTPD5	0
NM_001382262	ENTPD5	18
NM_001382263	ENTPD5	96
NM_001114089	ENTPD6	246
NM_001247	ENTPD6	158
NM_001317941	ENTPD6	567
NM_001322378	ENTPD6	71
NM_001322379	ENTPD6	67
NM_001322380	ENTPD6	17
NM_001322381	ENTPD6	0
NM_001322382	ENTPD6	0
NM_001322383	ENTPD6	113
NM_001322384	ENTPD6	141
NM_001322385	ENTPD6	47
NM_001322386	ENTPD6	120
NM_001322387	ENTPD6	31
NM_001322388	ENTPD6	338
NM_001322389	ENTPD6	0
NM_001322390	ENTPD6	15
NM_001322391	ENTPD6	76
NM_001322392	ENTPD6	5
NM_001322393	ENTPD6	30
NM_001322394	ENTPD6	37
NM_001322395	ENTPD6	0
NM_001322396	ENTPD6	72
NM_001322397	ENTPD6	20
NM_001322398	ENTPD6	0
NM_001349962	ENTPD7	147
NM_001349963	ENTPD7	75
NM_020354	ENTPD7	1485
NM_001033113	ENTPD8	28
NM_198585	ENTPD8	30
NM_001039707	ENTR1	812
NM_001039708	ENTR1	749
NM_006643	ENTR1	740
NM_001193557	ENY2	323
NM_020189	ENY2	2027
NR_036471	ENY2	97
NR_036472	ENY2	41
NM_001278689	EOGT	3073
NM_173654	EOGT	0
NR_103826	EOGT	54
NM_001171907	EOLA1	0
NM_001171908	EOLA1	0
NM_001171909	EOLA1	116
NM_001324274	EOLA1	22
NM_001324275	EOLA1	6
NM_001324276	EOLA1	70
NM_001324277	EOLA1	0
NM_001324278	EOLA1	0
NM_001324279	EOLA1	254
NM_001324280	EOLA1	0
NM_178124	EOLA1	45
NM_001013845	EOLA2	382
NM_001278182	EOMES	0
NM_001278183	EOMES	4
NM_005442	EOMES	0
NM_001362843	EP300	270
NM_001429	EP300	2185
NR_110514	EP300-AS1	246
NM_015409	EP400	1776
NR_003290	EP400P1	62
NM_001430	EPAS1	96
NM_001166005	EPB41	0
NM_001166006	EPB41	163
NM_001166007	EPB41	1023
NM_001376013	EPB41	1997
NM_001376014	EPB41	110
NM_001376015	EPB41	269
NM_001376016	EPB41	0
NM_001376017	EPB41	75
NM_001376018	EPB41	324
NM_001376019	EPB41	0
NM_001376020	EPB41	0
NM_001376021	EPB41	0
NM_001376022	EPB41	35
NM_001376023	EPB41	0
NM_001376024	EPB41	0
NM_001376025	EPB41	26
NM_001376026	EPB41	0
NM_001376027	EPB41	0
NM_001376028	EPB41	0
NM_004437	EPB41	457
NM_203342	EPB41	0
NM_203343	EPB41	43
NM_001258329	EPB41L1	38
NM_001258330	EPB41L1	177
NM_001258331	EPB41L1	0
NM_012156	EPB41L1	202
NM_177996	EPB41L1	76
NM_001135554	EPB41L2	0
NM_001135555	EPB41L2	0
NM_001199388	EPB41L2	0
NM_001252660	EPB41L2	0
NM_001350299	EPB41L2	0
NM_001350301	EPB41L2	183
NM_001350302	EPB41L2	0
NM_001350303	EPB41L2	22
NM_001350304	EPB41L2	1846
NM_001350305	EPB41L2	983
NM_001350306	EPB41L2	0
NM_001350307	EPB41L2	89
NM_001350308	EPB41L2	0
NM_001350309	EPB41L2	0
NM_001350310	EPB41L2	0
NM_001350311	EPB41L2	0
NM_001350312	EPB41L2	0
NM_001350313	EPB41L2	0
NM_001350314	EPB41L2	0
NM_001350315	EPB41L2	0
NM_001350320	EPB41L2	0
NM_001431	EPB41L2	95
NR_146620	EPB41L2	0
NM_001281533	EPB41L3	0
NM_001281534	EPB41L3	301
NM_001281535	EPB41L3	0
NM_001330557	EPB41L3	0
NM_001384682	EPB41L3	55
NM_001384683	EPB41L3	104
NM_001384684	EPB41L3	0
NM_001384685	EPB41L3	0
NM_001384686	EPB41L3	0
NM_001384687	EPB41L3	0
NM_001384688	EPB41L3	0
NM_001384689	EPB41L3	0
NM_001384690	EPB41L3	0
NM_001384691	EPB41L3	0
NM_001384692	EPB41L3	0
NM_001384693	EPB41L3	0
NM_001384694	EPB41L3	0
NM_001384695	EPB41L3	0
NM_001384696	EPB41L3	0
NM_001384697	EPB41L3	0
NM_001384698	EPB41L3	0
NM_001384699	EPB41L3	0
NM_001384700	EPB41L3	0
NM_001384701	EPB41L3	0
NM_001384702	EPB41L3	0
NM_001384703	EPB41L3	23
NM_001384704	EPB41L3	0
NM_001384705	EPB41L3	0
NM_001384706	EPB41L3	0
NM_012307	EPB41L3	0
NM_001347887	EPB41L4A	7
NM_001347888	EPB41L4A	37
NM_022140	EPB41L4A	587
NR_144931	EPB41L4A	0
NR_015370	EPB41L4A-AS1	824
NR_027706	EPB41L4A-DT	23
NM_001385623	EPB41L4B	65
NM_018424	EPB41L4B	2019
NM_019114	EPB41L4B	0
NM_001184937	EPB41L5	158
NM_001184938	EPB41L5	248
NM_001184939	EPB41L5	875
NM_001330307	EPB41L5	124
NM_001330310	EPB41L5	30
NM_020909	EPB41L5	891
NR_135920	EPB41L5	13
NR_138472	EPB41L5	0
NM_000119	EPB42	0
NM_001114134	EPB42	0
NM_001272004	EPC1	292
NM_001272019	EPC1	0
NM_001282391	EPC1	157
NM_001382753	EPC1	0
NM_001382754	EPC1	59
NM_001382755	EPC1	0
NM_001382756	EPC1	191
NM_025209	EPC1	110
NR_104159	EPC1	24
NR_104160	EPC1	8
NR_168506	EPC1	0
NR_168507	EPC1	22
NR_168508	EPC1	0
NR_168509	EPC1	14
NR_168510	EPC1	78
NR_168511	EPC1	0
NM_015630	EPC2	1403
NM_002354	EPCAM	12614
NR_110207	EPCAM-DT	2
NR_110208	EPCAM-DT	6
NM_001242946	EPDR1	39
NM_001242948	EPDR1	0
NM_017549	EPDR1	432
NM_020964	EPG5	1538
NM_001270989	EPGN	28
NM_001270990	EPGN	0
NM_001270991	EPGN	0
NM_001270992	EPGN	2
NM_001270993	EPGN	0
NR_073114	EPGN	0
NR_073117	EPGN	34
NM_005232	EPHA1	8330
NR_033897	EPHA1-AS1	197
NM_001099439	EPHA10	75
NM_173641	EPHA10	262
NM_001329090	EPHA2	106
NM_004431	EPHA2	1899
NM_005233	EPHA3	95
NM_182644	EPHA3	2
NM_001304536	EPHA4	29
NM_001304537	EPHA4	0
NM_001363748	EPHA4	59
NM_004438	EPHA4	655
NM_001281765	EPHA5	0
NM_001281766	EPHA5	6
NM_001281767	EPHA5	15
NM_001318761	EPHA5	0
NM_004439	EPHA5	0
NM_182472	EPHA5	24
NR_034138	EPHA5-AS1	0
NM_001080448	EPHA6	290
NM_001278300	EPHA6	3
NM_001278301	EPHA6	40
NM_173655	EPHA6	0
NM_001288629	EPHA7	113
NM_001288630	EPHA7	46
NM_001376465	EPHA7	56
NM_001376466	EPHA7	0
NM_001376467	EPHA7	21
NM_001376468	EPHA7	38
NM_001376469	EPHA7	70
NM_001376470	EPHA7	0
NM_001376471	EPHA7	0
NM_004440	EPHA7	454
NR_164810	EPHA7	0
NM_001006943	EPHA8	112
NM_020526	EPHA8	22
NM_004441	EPHB1	215
NM_001309192	EPHB2	0
NM_001309193	EPHB2	19
NM_004442	EPHB2	38
NM_017449	EPHB2	1370
NM_004443	EPHB3	74
NM_004444	EPHB4	7595
NM_001280794	EPHB6	1
NM_001280795	EPHB6	67
NM_004445	EPHB6	1096
NR_104001	EPHB6	24
NM_000120	EPHX1	8
NM_001136018	EPHX1	558
NM_001291163	EPHX1	161
NM_001378426	EPHX1	0
NM_001378427	EPHX1	0
NM_001378428	EPHX1	0
NM_001378429	EPHX1	0
NM_001378430	EPHX1	0
NM_001378431	EPHX1	13
NM_001378432	EPHX1	0
NR_165624	EPHX1	0
NR_165625	EPHX1	0
NR_165626	EPHX1	0
NR_165627	EPHX1	0
NM_001256482	EPHX2	0
NM_001256483	EPHX2	0
NM_001256484	EPHX2	0
NM_001979	EPHX2	248
NM_001142886	EPHX3	111
NM_024794	EPHX3	306
NM_173567	EPHX4	58
NM_001018041	EPM2A	0
NM_001360057	EPM2A	25
NM_001360064	EPM2A	22
NM_001360071	EPM2A	92
NM_001368129	EPM2A	1
NM_001368130	EPM2A	30
NM_001368131	EPM2A	0
NM_001368132	EPM2A	49
NM_005670	EPM2A	78
NR_153398	EPM2A	13
NM_014805	EPM2AIP1	1634
NM_001130071	EPN1	101
NM_001130072	EPN1	938
NM_001321263	EPN1	823
NM_013333	EPN1	101
NM_001102664	EPN2	23
NM_014964	EPN2	26
NM_148921	EPN2	1291
NR_048576	EPN2-AS1	28
NR_046824	EPN2-IT1	15
NM_017957	EPN3	54
NM_000799	EPO	14
NM_001130677	EPOP	74
NM_000121	EPOR	257
NR_033663	EPOR	74
NM_001302861	EPPIN	0
NM_020398	EPPIN	76
NM_001198986	EPPIN-WFDC6	10
NM_031308	EPPK1	2361
NM_004446	EPRS1	12206
NM_001159969	EPS15	1582
NM_001981	EPS15	2324
NM_001258374	EPS15L1	91
NM_001258375	EPS15L1	87
NM_001258376	EPS15L1	99
NM_021235	EPS15L1	0
NR_047665	EPS15L1	98
NR_047666	EPS15L1	0
NM_004447	EPS8	218
NM_017729.	EPS8L1	403
NM_133180.	EPS8L1	157
NM_022772	EPS8L2	965
NM_001319952	EPS8L3	2
NM_024526	EPS8L3	0
NM_133181	EPS8L3	0
NM_139053	EPS8L3	0
NM_001002264	EPSTI1	0
NM_001330543	EPSTI1	0
NM_001331228	EPSTI1	0
NM_033255	EPSTI1	23
NM_000502	EPX	3
NM_004950	EPYC	0
NM_001161585	EQTN	7
NM_020641	EQTN	0
NM_001317985	ERAL1	24
NM_001317986	ERAL1	10
NM_005702	ERAL1	987
NR_134328	ERAL1	0
NM_001040458	ERAP1	1189
NM_001198541	ERAP1	28
NM_001349244	ERAP1	119
NM_016442	ERAP1	0
NM_001130140	ERAP2	0
NM_001329229	ERAP2	0
NM_001329233	ERAP2	1
NM_022350	ERAP2	26
NR_137637	ERAP2	0
NM_181532	ERAS	8
NM_001005862	ERBB2	0
NM_001289936	ERBB2	73
NM_001289937	ERBB2	0
NM_001289938	ERBB2	98
NM_001382782	ERBB2	270
NM_001382783	ERBB2	48
NM_001382784	ERBB2	155
NM_001382785	ERBB2	0
NM_001382786	ERBB2	2
NM_001382787	ERBB2	197
NM_001382788	ERBB2	269
NM_001382789	ERBB2	95
NM_001382790	ERBB2	0
NM_001382791	ERBB2	33
NM_001382792	ERBB2	88
NM_001382793	ERBB2	268
NM_001382794	ERBB2	26
NM_001382795	ERBB2	226
NM_001382796	ERBB2	0
NM_001382797	ERBB2	41
NM_001382798	ERBB2	0
NM_001382799	ERBB2	0
NM_001382800	ERBB2	85
NM_001382801	ERBB2	0
NM_001382802	ERBB2	0
NM_001382803	ERBB2	0
NM_001382804	ERBB2	0
NM_001382805	ERBB2	0
NM_001382806	ERBB2	0
NM_004448	ERBB2	10604
NR_110535	ERBB2	457
NM_001005915	ERBB3	190
NM_001982	ERBB3	4006
NM_001042599	ERBB4	0
NM_005235	ERBB4	100
NM_001006600	ERBIN	225
NM_001253697	ERBIN	584
NM_001253698	ERBIN	0
NM_001253699	ERBIN	103
NM_001253701	ERBIN	266
NM_018695	ERBIN	2688
NM_001301248	ERC1	194
NM_178039	ERC1	31
NM_178040	ERC1	1101
NR_027946	ERC1	31
NR_027948	ERC1	302
NR_027949	ERC1	0
NM_015576	ERC2	731
NR_132749	ERC2	67
NR_024615	ERC2-IT1	27
NM_001166049	ERCC1	10
NM_001369408	ERCC1	21
NM_001369409	ERCC1	59
NM_001369410	ERCC1	9
NM_001369411	ERCC1	22
NM_001369412	ERCC1	0
NM_001369413	ERCC1	0
NM_001369414	ERCC1	0
NM_001369415	ERCC1	175
NM_001369416	ERCC1	173
NM_001369417	ERCC1	0
NM_001369418	ERCC1	46
NM_001369419	ERCC1	1
NM_001983	ERCC1	430
NM_202001	ERCC1	111
NM_000400	ERCC2	2365
NM_001130867	ERCC2	159
NM_000122	ERCC3	1545
NM_001303416	ERCC3	82
NM_001303418	ERCC3	100
NM_005236	ERCC4	568
NM_000123	ERCC5	865
NM_000124	ERCC6	407
NM_001277058	ERCC6	204
NM_001277059	ERCC6	0
NM_001346440	ERCC6	1415
NM_001009954	ERCC6L	175
NM_017669	ERCC6L	2059
NM_001010895	ERCC6L2	276
NM_001375291	ERCC6L2	22
NM_001375292	ERCC6L2	837
NM_001375293	ERCC6L2	0
NM_001375294	ERCC6L2	440
NM_020207	ERCC6L2	1983
NR_164677	ERCC6L2	151
NM_000082	ERCC8	374
NM_001007233	ERCC8	256
NM_001007234	ERCC8	162
NM_001290285	ERCC8	78
NM_001432	EREG	3
NM_001301035	ERF	0
NM_001308402	ERF	166
NM_001312656	ERF	0
NM_006494	ERF	1010
NM_001291832	ERFE	55
NM_001365103	ERFL	6
NM_001136154	ERG	0
NM_001136155	ERG	0
NM_001243428	ERG	19
NM_001243429	ERG	0
NM_001243432	ERG	0
NM_001291391	ERG	11
NM_001331025	ERG	0
NM_004449	ERG	0
NM_182918	ERG	0
NR_111949	ERG	3
NM_007176	ERG28	1650
NM_001031711	ERGIC1	3133
NM_016570	ERGIC2	3242
NM_015966	ERGIC3	3370
NM_198398	ERGIC3	48
NM_004450	ERH	4306
NM_001354635	ERI1	0
NM_001354636	ERI1	128
NM_001354638	ERI1	179
NM_153332	ERI1	1117
NM_001142725	ERI2	610
NM_080663	ERI2	5
NM_001301698	ERI3	192
NM_001301699	ERI3	324
NM_001301700	ERI3	141
NM_001301701	ERI3	310
NM_024066	ERI3	612
NR_046817	ERI3-IT1	18
NR_110056	ERI3-IT1	5
NR_170171	ERICD	223
NM_001303100	ERICH1	117
NM_207332	ERICH1	670
NR_156467	ERICH1	18
NM_001289947	ERICH2	5
NM_001290030	ERICH2	4
NM_001290031	ERICH2	18
NR_110644	ERICH2	34
NM_001002912	ERICH3	3
NR_121670	ERICH3-AS1	0
NR_121671	ERICH3-AS1	0
NM_001130514	ERICH4	0
NM_001170806	ERICH5	9
NM_173549	ERICH5	133
NM_001308234	ERICH6	0
NM_152394	ERICH6	1
NR_121674	ERICH6-AS1	22
NR_121675	ERICH6-AS1	0
NM_182542	ERICH6B	0
NM_001127397	ERLEC1	13
NM_001127398	ERLEC1	303
NM_015701	ERLEC1	1882
NM_001100626	ERLIN1	1004
NM_001347856	ERLIN1	59
NM_001347857	ERLIN1	0
NM_001347858	ERLIN1	40
NM_001347859	ERLIN1	41
NM_001347860	ERLIN1	0
NM_001347861	ERLIN1	929
NM_006459	ERLIN1	185
NR_144755	ERLIN1	1
NR_144756	ERLIN1	80
NR_144757	ERLIN1	1
NR_144758	ERLIN1	6
NR_144759	ERLIN1	5
NR_144760	ERLIN1	4
NM_001003790	ERLIN2	1
NM_001003791	ERLIN2	1
NM_001362878	ERLIN2	425
NM_001362880	ERLIN2	47
NM_007175	ERLIN2	3958
NR_123739	ERLNC1	6
NM_001017922	ERMAP	197
NM_018538	ERMAP	0
NM_001278531	ERMARD	10
NM_001278532	ERMARD	0
NM_001278533	ERMARD	0
NM_018341	ERMARD	318
NM_001009959	ERMN	0
NM_001304344	ERMN	0
NM_001304345	ERMN	0
NM_001304346	ERMN	19
NM_020711	ERMN	0
NM_024896	ERMP1	1956
NM_001433	ERN1	238
NM_001308220	ERN2	13
NM_033266	ERN2	41
NM_001382464	ERO1A	0
NM_001382465	ERO1A	28
NM_001382466	ERO1A	0
NM_001382467	ERO1A	0
NM_001382468	ERO1A	0
NM_001382469	ERO1A	0
NM_001382470	ERO1A	0
NM_001382471	ERO1A	0
NM_001382472	ERO1A	0
NM_001382473	ERO1A	0
NM_001382474	ERO1A	0
NM_001382475	ERO1A	0
NM_001382476	ERO1A	0
NM_014584	ERO1A	2627
NM_019891	ERO1B	444
NM_001300784	ERP27	0
NM_152321	ERP27	0
NM_001034025	ERP29	107
NM_006817	ERP29	8055
NM_015051	ERP44	1553
NM_018948	ERRFI1	2158
NM_001007253	ERV3-1	479
NR_145414	ERV3-1	121
NR_145415	ERV3-1	13
NM_001348050	ERV3-1-ZNF117	1391
NM_207582	ERVFRD-1	116
NM_001308491	ERVH48-1	235
NR_040023	ERVK13-1	750
NR_144445	ERVK3-1	808
NM_001242690	ERVMER34-1	1585
NM_024534	ERVMER34-1	352
NM_152473	ERVV-1	239
NM_001191055	ERVV-2	20
NM_001130925	ERVW-1	259
NM_014590	ERVW-1	188
NM_138961	ESAM	10
NM_052911	ESCO1	6995
NM_001017420	ESCO2	1644
NM_001984	ESD	1063
NM_001276380	ESF1	2394
NM_016649	ESF1	0
NM_001135604	ESM1	0
NM_007036	ESM1	0
NM_012291	ESPL1	2350
NM_001367473	ESPN	0
NM_001367474	ESPN	0
NM_031475	ESPN	106
NM_001308370	ESPNL	93
NM_194312	ESPNL	33
NR_026567	ESPNP	12
NM_000125	ESR1	0
NM_001122740	ESR1	0
NM_001122741	ESR1	0
NM_001122742	ESR1	0
NM_001291230	ESR1	0
NM_001291241	ESR1	0
NM_001328100	ESR1	13
NM_001385568	ESR1	0
NM_001385569	ESR1	0
NM_001385570	ESR1	0
NM_001385571	ESR1	0
NM_001385572	ESR1	11
NM_001040275	ESR2	0
NM_001214902	ESR2	12
NM_001271876	ESR2	6
NM_001271877	ESR2	0
NM_001291712	ESR2	35
NM_001291723	ESR2	0
NM_001437	ESR2	67
NR_073496	ESR2	53
NR_073497	ESR2	0
NR_027122	ESRG	9080
NM_001034915	ESRP1	1
NM_001122825	ESRP1	1422
NM_001122826	ESRP1	251
NM_001122827	ESRP1	0
NM_017697	ESRP1	2800
NM_001365264	ESRP2	56
NM_001365265	ESRP2	0
NM_024939	ESRP2	985
NM_001282450	ESRRA	338
NM_001282451	ESRRA	38
NM_004451	ESRRA	910
NM_001379180	ESRRB	4
NM_004452	ESRRB	0
NM_001134285	ESRRG	0
NM_001243505	ESRRG	0
NM_001243506	ESRRG	0
NM_001243507	ESRRG	0
NM_001243509	ESRRG	0
NM_001243510	ESRRG	0
NM_001243511	ESRRG	0
NM_001243512	ESRRG	0
NM_001243513	ESRRG	0
NM_001243514	ESRRG	0
NM_001243515	ESRRG	0
NM_001243518	ESRRG	0
NM_001243519	ESRRG	0
NM_001350122	ESRRG	0
NM_001350123	ESRRG	0
NM_001350124	ESRRG	0
NM_001350125	ESRRG	0
NM_001438	ESRRG	76
NM_206594	ESRRG	0
NM_206595	ESRRG	0
NM_022719	ESS2	605
NR_134304	ESS2	39
NM_153448	ESX1	1
NM_001184796	ESYT1	960
NM_015292	ESYT1	8727
NM_001367773	ESYT2	5132
NM_020728	ESYT2	2424
NM_001322831	ESYT3	181
NM_001322834	ESYT3	79
NM_031913	ESYT3	0
NR_136409	ESYT3	381
NM_019002	ETAA1	2598
NM_001355522	ETDA	2
NM_001355519	ETDB	0
NM_001358449	ETDC	0
NM_001256302	ETF1	235
NM_001282185	ETF1	0
NM_001291974	ETF1	200
NM_001291975	ETF1	301
NM_001364160	ETF1	293
NM_004730	ETF1	8965
NR_157090	ETF1	0
NM_000126	ETFA	1617
NM_001127716	ETFA	290
NM_001014763	ETFB	38
NM_001985	ETFB	532
NM_001135863	ETFBKMT	0
NM_001135864	ETFBKMT	71
NM_173802	ETFBKMT	97
NM_001281737	ETFDH	21
NM_001281738	ETFDH	274
NM_004453	ETFDH	283
NM_001001660	ETFRF1	224
NM_001320867	ETHE1	0
NM_001320868	ETHE1	4
NM_001320869	ETHE1	4
NM_014297	ETHE1	142
NM_001039481	ETNK1	210
NM_018638	ETNK1	6466
NM_001297760	ETNK2	115
NM_001297761	ETNK2	26
NM_001297762	ETNK2	45
NM_018208	ETNK2	420
NM_001146590	ETNPPL	0
NM_001146627	ETNPPL	0
NM_001331031	ETNPPL	24
NM_001331032	ETNPPL	0
NM_001331033	ETNPPL	0
NM_031279	ETNPPL	50
NM_001143820	ETS1	2698
NM_001162422	ETS1	19
NM_001330451	ETS1	98
NM_005238	ETS1	275
NR_120581	ETS1-AS1	42
NM_001256295	ETS2	24
NM_005239	ETS2	1424
NM_001163147	ETV1	801
NM_001163148	ETV1	0
NM_001163149	ETV1	61
NM_001163150	ETV1	169
NM_001163151	ETV1	151
NM_001163152	ETV1	53
NM_001370555	ETV1	1
NM_001370556	ETV1	0
NM_004956	ETV1	2468
NR_120445	ETV1	0
NM_001300974	ETV2	0
NM_001304549	ETV2	0
NM_014209	ETV2	10
NM_001145312	ETV3	1025
NM_005240	ETV3	41
NM_001004341	ETV3L	5
NM_001079675	ETV4	1028
NM_001261437	ETV4	25
NM_001261438	ETV4	583
NM_001261439	ETV4	325
NM_001369366	ETV4	0
NM_001369367	ETV4	14
NM_001369368	ETV4	116
NM_001986	ETV4	0
NM_004454	ETV5	871
NM_001987	ETV6	581
NM_001207035	ETV7	2
NM_001207036	ETV7	2
NM_001207037	ETV7	0
NM_001207038	ETV7	0
NM_001207039	ETV7	0
NM_001207040	ETV7	1
NM_001207041	ETV7	7
NM_016135	ETV7	7
NM_001135032	EVA1A	53
NM_001369524	EVA1A	0
NM_001369525	EVA1A	0
NM_032181	EVA1A	0
NR_110281	EVA1A-AS	114
NM_001304762	EVA1B	268
NM_018166	EVA1B	34
NR_130899	EVA1B	47
NM_001286556	EVA1C	0
NM_001320744	EVA1C	35
NM_001320745	EVA1C	16
NM_058187	EVA1C	6
NR_104472	EVA1C	0
NR_135467	EVA1C	0
NR_125857	EVADR	0
NM_001306090	EVC	297
NM_001306092	EVC	184
NM_153717	EVC	49
NM_001166136	EVC2	134
NM_147127	EVC2	837
NM_001003927	EVI2A	0
NM_014210	EVI2A	65
NM_006495	EVI2B	33
NM_001308248	EVI5	0
NM_001350197	EVI5	354
NM_001350198	EVI5	0
NM_001377210	EVI5	77
NM_001377211	EVI5	0
NM_001377212	EVI5	67
NM_001377213	EVI5	0
NM_005665	EVI5	375
NM_001159944	EVI5L	122
NM_145245	EVI5L	161
NM_001330221	EVL	206
NM_016337	EVL	173
NM_001320747	EVPL	0
NM_001988	EVPL	49
NM_001145127	EVPLL	12
NM_001304519	EVX1	0
NM_001304520	EVX1	0
NM_001989	EVX1	0
NR_120507	EVX1-AS	0
NM_001080458	EVX2	1
NR_026949	EWSAT1	12
NM_001163285	EWSR1	4177
NM_001163286	EWSR1	69
NM_001163287	EWSR1	355
NM_005243	EWSR1	4247
NM_013986	EWSR1	84
NM_001286441	EXD1	59
NM_001385036	EXD1	69
NM_152596	EXD1	190
NM_001193360	EXD2	1120
NM_001193361	EXD2	146
NM_001193362	EXD2	488
NM_001193363	EXD2	395
NM_018199	EXD2	15
NR_034164	EXD2	116
NR_034165	EXD2	53
NM_001286823	EXD3	14
NM_017820	EXD3	11
NR_104598	EXD3	0
NR_104599	EXD3	34
NM_001319224	EXO1	926
NM_003686	EXO1	0
NM_006027	EXO1	265
NM_130398	EXO1	760
NM_001346946	EXO5	63
NM_001346947	EXO5	0
NM_001346948	EXO5	29
NM_001346949	EXO5	90
NM_001346950	EXO5	28
NM_001346951	EXO5	0
NM_001346952	EXO5	0
NM_001346953	EXO5	60
NM_001346954	EXO5	0
NM_001346955	EXO5	0
NM_001346956	EXO5	0
NM_022774	EXO5	0
NM_001024924	EXOC1	1452
NM_018261	EXOC1	0
NM_178237	EXOC1	233
NM_001351574	EXOC1L	0
NM_001351575	EXOC1L	0
NM_018303	EXOC2	3668
NR_073064	EXOC2	269
NM_007277	EXOC3	1112
NR_126522	EXOC3-AS1	85
NM_178516	EXOC3L1	39
NM_001382422	EXOC3L2	68
NM_001077594	EXOC3L4	4
NM_001037126	EXOC4	491
NM_021807	EXOC4	2480
NM_006544	EXOC5	6384
NM_001013848	EXOC6	15
NM_001319194	EXOC6	0
NM_001319195	EXOC6	89
NM_001319200	EXOC6	0
NM_019053	EXOC6	237
NM_001321729	EXOC6B	118
NM_001321730	EXOC6B	1
NM_001321731	EXOC6B	0
NM_001321733	EXOC6B	19
NM_001321734	EXOC6B	16
NM_015189	EXOC6B	2222
NR_135773	EXOC6B	71
NR_135774	EXOC6B	23
NM_001013839	EXOC7	294
NM_001145297	EXOC7	118
NM_001145298	EXOC7	295
NM_001145299	EXOC7	499
NM_001282313	EXOC7	144
NM_001282314	EXOC7	29
NM_001375974	EXOC7	0
NM_001375975	EXOC7	0
NM_001375976	EXOC7	0
NM_015219	EXOC7	2975
NM_175876	EXOC8	937
NM_001145464	EXOG	117
NM_005107	EXOG	91
NR_134938	EXOG	10
NR_153322	EXOG	27
NR_153323	EXOG	107
NR_153324	EXOG	0
NR_153325	EXOG	0
NR_153326	EXOG	0
NR_153327	EXOG	0
NR_153328	EXOG	21
NR_153329	EXOG	0
NR_153330	EXOG	29
NM_001318362	EXOSC1	13
NM_001318363	EXOSC1	0
NM_001318364	EXOSC1	0
NM_001318365	EXOSC1	32
NM_001318366	EXOSC1	26
NM_016046	EXOSC1	804
NR_134586	EXOSC1	27
NR_134587	EXOSC1	0
NM_001001998	EXOSC10	2565
NM_002685	EXOSC10	21
NR_135061	EXOSC10-AS1	6
